Packet,Epoch,Hadamard_Row,DAC0,DAC1,DAC2,DAC3,DAC4,DAC5,DAC6,DAC7,J+,J-,Delta_J,Scaled_Update
1073,153,3,2048,128,32776,2048,128,32776,0,0,13106,13099,7,0
1074,153,4,2048,128,32776,2048,128,32776,0,0,13099,13099,0,0
1075,153,5,2048,128,32776,2048,128,32776,0,0,13114,13114,0,0
1076,153,6,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1077,153,7,2048,128,32776,2048,128,32776,0,0,13111,13115,-4,0
1078,154,0,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1079,154,2,2048,128,32776,2048,128,32776,0,0,13106,13107,-1,0
1080,154,3,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1081,154,4,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1082,154,5,2048,128,32776,2048,128,32776,0,0,13110,13106,4,0
1083,154,6,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1084,154,7,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1085,155,0,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1086,155,2,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1087,155,3,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1088,155,4,2048,128,32776,2048,128,32776,0,0,13111,13106,5,0
1089,155,5,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1090,155,6,2048,128,32776,2048,128,32776,0,0,13102,13102,0,0
1091,155,7,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1092,156,0,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1093,156,2,2048,128,32776,2048,128,32776,0,0,13102,13102,0,0
1094,156,3,2048,128,32776,2048,128,32776,0,0,13102,13102,0,0
1095,156,4,2048,128,32776,2048,128,32776,0,0,13103,13103,0,0
1096,156,5,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1097,156,6,2048,128,32776,2048,128,32776,0,0,13115,13107,8,0
1098,156,7,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1099,157,0,2048,128,32776,2048,128,32776,0,0,13114,13114,0,0
1100,157,2,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1101,157,3,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1102,157,4,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1103,157,5,2048,128,32776,2048,128,32776,0,0,13107,13103,4,0
1104,157,6,2048,128,32776,2048,128,32776,0,0,13103,13103,0,0
1105,157,7,2048,128,32776,2048,128,32776,0,0,13102,13102,0,0
1106,158,0,2048,128,32776,2048,128,32776,0,0,13102,13103,-1,0
1107,158,2,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1108,158,3,2048,128,32776,2048,128,32776,0,0,13110,13111,-1,0
1109,158,4,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1110,158,5,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1111,158,6,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1112,158,7,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1113,159,0,2048,128,32776,2048,128,32776,0,0,13102,13102,0,0
1114,159,2,2048,128,32776,2048,128,32776,0,0,13107,13115,-8,0
1115,159,3,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1116,159,4,2048,128,32776,2048,128,32776,0,0,13103,13103,0,0
1117,159,5,2048,128,32776,2048,128,32776,0,0,13103,13107,-4,0
1118,159,6,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1119,159,7,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1120,160,0,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1121,160,2,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1122,160,3,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1123,160,4,2048,128,32776,2048,128,32776,0,0,13111,13102,9,0
1124,160,5,2048,128,32776,2048,128,32776,0,0,13102,13102,0,0
1125,160,6,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1126,160,7,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1127,161,0,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1128,161,2,2048,128,32776,2048,128,32776,0,0,13102,13102,0,0
1129,161,3,2048,128,32776,2048,128,32776,0,0,13102,13102,0,0
1130,161,4,2048,128,32776,2048,128,32776,0,0,13114,13114,0,0
1131,161,5,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1132,161,6,2048,128,32776,2048,128,32776,0,0,13111,13107,4,0
1133,161,7,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1134,162,0,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1135,162,2,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1136,162,3,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1137,162,4,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1138,162,5,2048,128,32776,2048,128,32776,0,0,13107,13115,-8,0
1139,162,6,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1140,162,7,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1141,163,0,2048,128,32776,2048,128,32776,0,0,13111,13107,4,0
1142,163,2,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1143,163,3,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1144,163,4,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1145,163,5,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1146,163,6,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1147,163,7,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1148,164,0,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1149,164,2,2048,128,32776,2048,128,32776,0,0,13110,13114,-4,0
1150,164,3,2048,128,32776,2048,128,32776,0,0,13114,13114,0,0
1151,164,4,2048,128,32776,2048,128,32776,0,0,13103,13103,0,0
1152,164,5,2048,128,32776,2048,128,32776,0,0,13102,13102,0,0
1153,164,6,2048,128,32776,2048,128,32776,0,0,13102,13102,0,0
1154,164,7,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1155,165,0,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1156,165,2,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1157,165,3,2048,128,32776,2048,128,32776,0,0,13114,13114,0,0
1158,165,4,2048,128,32776,2048,128,32776,0,0,13114,13110,4,0
1159,165,5,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1160,165,6,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1161,165,7,2048,128,32776,2048,128,32776,0,0,13106,13115,-9,0
1162,166,0,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1163,166,2,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1164,166,3,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1165,166,4,2048,128,32776,2048,128,32776,0,0,13114,13114,0,0
1166,166,5,2048,128,32776,2048,128,32776,0,0,13102,13102,0,0
1167,166,6,2048,128,32776,2048,128,32776,0,0,13102,13102,0,0
1168,166,7,2048,128,32776,2048,128,32776,0,0,13102,13102,0,0
1169,167,0,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1170,167,2,2048,128,32776,2048,128,32776,0,0,13114,13114,0,0
1171,167,3,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1172,167,4,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1173,167,5,2048,128,32776,2048,128,32776,0,0,13115,13106,9,0
1174,167,6,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1175,167,7,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1176,168,0,2048,128,32776,2048,128,32776,0,0,13106,13103,3,0
1177,168,2,2048,128,32776,2048,128,32776,0,0,13102,13102,0,0
1178,168,3,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1179,168,4,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1180,168,5,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1181,168,6,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1182,168,7,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1183,169,0,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1184,169,2,2048,128,32776,2048,128,32776,0,0,13106,13102,4,0
1185,169,3,2048,128,32776,2048,128,32776,0,0,13102,13102,0,0
1186,169,4,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1187,169,5,2048,128,32776,2048,128,32776,0,0,13110,13115,-5,0
1188,169,6,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1189,169,7,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1190,170,0,2048,128,32776,2048,128,32776,0,0,13114,13114,0,0
1191,170,2,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1192,170,3,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1193,170,4,2048,128,32776,2048,128,32776,0,0,13111,13103,8,0
1194,170,5,2048,128,32776,2048,128,32776,0,0,13103,13103,0,0
1195,170,6,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1196,170,7,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1197,171,0,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1198,171,2,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1199,171,3,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1200,171,4,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1201,171,5,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1202,171,6,2048,128,32776,2048,128,32776,0,0,13110,13115,-5,0
1203,171,7,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1204,172,0,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1205,172,2,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1206,172,3,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1207,172,4,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1208,172,5,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1209,172,6,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1210,172,7,2048,128,32776,2048,128,32776,0,0,13099,13099,0,0
1211,173,0,2048,128,32776,2048,128,32776,0,0,13099,13114,-15,0
1212,173,2,2048,128,32776,2048,128,32776,0,0,13103,13103,0,0
1213,173,3,2048,128,32776,2048,128,32776,0,0,13102,13102,0,0
1214,173,4,2048,128,32776,2048,128,32776,0,0,13102,13102,0,0
1215,173,5,2048,128,32776,2048,128,32776,0,0,13119,13119,0,0
1216,173,6,2048,128,32776,2048,128,32776,0,0,13103,13103,0,0
1217,173,7,2048,128,32776,2048,128,32776,0,0,13103,13103,0,0
1218,174,0,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1219,174,2,2048,128,32776,2048,128,32776,0,0,13114,13111,3,0
1220,174,3,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1221,174,4,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1222,174,5,2048,128,32776,2048,128,32776,0,0,13115,13107,8,0
1223,174,6,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1224,174,7,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1225,175,0,2048,128,32776,2048,128,32776,0,0,13103,13103,0,0
1226,175,2,2048,128,32776,2048,128,32776,0,0,13103,13103,0,0
1227,175,3,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1228,175,4,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1229,175,5,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1230,175,6,2048,128,32776,2048,128,32776,0,0,13114,13114,0,0
1231,175,7,2048,128,32776,2048,128,32776,0,0,13103,13103,0,0
1232,176,0,2048,128,32776,2048,128,32776,0,0,13103,13103,0,0
1233,176,2,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1234,176,3,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1235,176,4,2048,128,32776,2048,128,32776,0,0,13114,13114,0,0
1236,176,5,2048,128,32776,2048,128,32776,0,0,13114,13114,0,0
1237,176,6,2048,128,32776,2048,128,32776,0,0,13114,13111,3,0
1238,176,7,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1239,177,0,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1240,177,2,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1241,177,3,2048,128,32776,2048,128,32776,0,0,13098,13098,0,0
1242,177,4,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1243,177,5,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1244,177,6,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1245,177,7,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1246,178,0,2048,128,32776,2048,128,32776,0,0,13111,13106,5,0
1247,178,2,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1248,178,3,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1249,178,4,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1250,178,5,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1251,178,6,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1252,178,7,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1253,179,0,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1254,179,2,2048,128,32776,2048,128,32776,0,0,13111,13110,1,0
1255,179,3,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1256,179,4,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1257,179,5,2048,128,32776,2048,128,32776,0,0,13107,13106,1,0
1258,179,6,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1259,179,7,2048,128,32776,2048,128,32776,0,0,13103,13103,0,0
1260,180,0,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1261,180,2,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1262,180,3,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1263,180,4,2048,128,32776,2048,128,32776,0,0,13110,13102,8,0
1264,180,5,2048,128,32776,2048,128,32776,0,0,13102,13102,0,0
1265,180,6,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1266,180,7,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1267,181,0,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1268,181,2,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1269,181,3,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1270,181,4,2048,128,32776,2048,128,32776,0,0,13102,13102,0,0
1271,181,5,2048,128,32776,2048,128,32776,0,0,13118,13118,0,0
1272,181,6,2048,128,32776,2048,128,32776,0,0,13118,13107,11,0
1273,181,7,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1274,182,0,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1275,182,2,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1276,182,3,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1277,182,4,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1278,182,5,2048,128,32776,2048,128,32776,0,0,13107,13102,5,0
1279,182,6,2048,128,32776,2048,128,32776,0,0,13102,13102,0,0
1280,182,7,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1281,183,0,2048,128,32776,2048,128,32776,0,0,13110,13103,7,0
1282,183,2,2048,128,32776,2048,128,32776,0,0,13114,13114,0,0
1283,183,3,2048,128,32776,2048,128,32776,0,0,13099,13099,0,0
1284,183,4,2048,128,32776,2048,128,32776,0,0,13099,13099,0,0
1285,183,5,2048,128,32776,2048,128,32776,0,0,13102,13102,0,0
1286,183,6,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1287,183,7,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1288,184,0,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1289,184,2,2048,128,32776,2048,128,32776,0,0,13111,13110,1,0
1290,184,3,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1291,184,4,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1292,184,5,2048,128,32776,2048,128,32776,0,0,13111,13107,4,0
1293,184,6,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1294,184,7,2048,128,32776,2048,128,32776,0,0,13118,13118,0,0
1295,185,0,2048,128,32776,2048,128,32776,0,0,13098,13098,0,0
1296,185,2,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1297,185,3,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1298,185,4,2048,128,32776,2048,128,32776,0,0,13106,13099,7,0
1299,185,5,2048,128,32776,2048,128,32776,0,0,13099,13099,0,0
1300,185,6,2048,128,32776,2048,128,32776,0,0,13102,13102,0,0
1301,185,7,2048,128,32776,2048,128,32776,0,0,13102,13106,-4,0
1302,186,0,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1303,186,2,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1304,186,3,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1305,186,4,2048,128,32776,2048,128,32776,0,0,13099,13099,0,0
1306,186,5,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1307,186,6,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1308,186,7,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1309,187,0,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1310,187,2,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1311,187,3,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1312,187,4,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1313,187,5,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1314,187,6,2048,128,32776,2048,128,32776,0,0,13102,13102,0,0
1315,187,7,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1316,188,0,2048,128,32776,2048,128,32776,0,0,13110,13111,-1,0
1317,188,2,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1318,188,3,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1319,188,4,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1320,188,5,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1321,188,6,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1322,188,7,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1323,189,0,2048,128,32776,2048,128,32776,0,0,13114,13114,0,0
1324,189,2,2048,128,32776,2048,128,32776,0,0,13111,13110,1,0
1325,189,3,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1326,189,4,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1327,189,5,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1328,189,6,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1329,189,7,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1330,190,0,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1331,190,2,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1332,190,3,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1333,190,4,2048,128,32776,2048,128,32776,0,0,13106,13103,3,0
1334,190,5,2048,128,32776,2048,128,32776,0,0,13103,13103,0,0
1335,190,6,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1336,190,7,2048,128,32776,2048,128,32776,0,0,13103,13103,0,0
1337,191,0,2048,128,32776,2048,128,32776,0,0,13103,13103,0,0
1338,191,2,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1339,191,3,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1340,191,4,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1341,191,5,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1342,191,6,2048,128,32776,2048,128,32776,0,0,13107,13103,4,0
1343,191,7,2048,128,32776,2048,128,32776,0,0,13103,13103,0,0
1344,192,0,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1345,192,2,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1346,192,3,2048,128,32776,2048,128,32776,0,0,13098,13098,0,0
1347,192,4,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1348,192,5,2048,128,32776,2048,128,32776,0,0,13110,13111,-1,0
1349,192,6,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1350,192,7,2048,128,32776,2048,128,32776,0,0,13103,13103,0,0
1351,193,0,2048,128,32776,2048,128,32776,0,0,13103,13099,4,0
1352,193,2,2048,128,32776,2048,128,32776,0,0,13102,13102,0,0
1353,193,3,2048,128,32776,2048,128,32776,0,0,13102,13114,-12,0
1354,193,4,2048,128,32776,2048,128,32776,0,0,13114,13114,0,0
1355,193,5,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1356,193,6,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1357,193,7,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1358,194,0,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1359,194,2,2048,128,32776,2048,128,32776,0,0,13111,13106,5,0
1360,194,3,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1361,194,4,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1362,194,5,2048,128,32776,2048,128,32776,0,0,13107,13118,-11,0
1363,194,6,2048,128,32776,2048,128,32776,0,0,13118,13118,0,0
1364,194,7,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1365,195,0,2048,128,32776,2048,128,32776,0,0,13095,13095,0,0
1366,195,2,2048,128,32776,2048,128,32776,0,0,13103,13103,0,0
1367,195,3,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1368,195,4,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1369,195,5,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1370,195,6,2048,128,32776,2048,128,32776,0,0,13118,13118,0,0
1371,195,7,2048,128,32776,2048,128,32776,0,0,13103,13103,0,0
1372,196,0,2048,128,32776,2048,128,32776,0,0,13103,13103,0,0
1373,196,2,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1374,196,3,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1375,196,4,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1376,196,5,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1377,196,6,2048,128,32776,2048,128,32776,0,0,13110,13107,3,0
1378,196,7,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1379,197,0,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1380,197,2,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1381,197,3,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1382,197,4,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1383,197,5,2048,128,32776,2048,128,32776,0,0,13111,13114,-3,0
1384,197,6,2048,128,32776,2048,128,32776,0,0,13114,13114,0,0
1385,197,7,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1386,198,0,2048,128,32776,2048,128,32776,0,0,13115,13106,9,0
1387,198,2,2048,128,32776,2048,128,32776,0,0,13114,13114,0,0
1388,198,3,2048,128,32776,2048,128,32776,0,0,13114,13106,8,0
1389,198,4,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1390,198,5,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1391,198,6,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1392,198,7,2048,128,32776,2048,128,32776,0,0,13111,13107,4,0
1393,199,0,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1394,199,2,2048,128,32776,2048,128,32776,0,0,13118,13118,0,0
1395,199,3,2048,128,32776,2048,128,32776,0,0,13118,13118,0,0
1396,199,4,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1397,199,5,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1398,199,6,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1399,199,7,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1400,200,0,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1401,200,2,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1402,200,3,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1403,200,4,2048,128,32776,2048,128,32776,0,0,13107,13110,-3,0
1404,200,5,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1405,200,6,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1406,200,7,2048,128,32776,2048,128,32776,0,0,13114,13114,0,0
1407,201,0,2048,128,32776,2048,128,32776,0,0,13114,13114,0,0
1408,201,2,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1409,201,3,2048,128,32776,2048,128,32776,0,0,13111,13103,8,0
1410,201,4,2048,128,32776,2048,128,32776,0,0,13103,13103,0,0
1411,201,5,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1412,201,6,2048,128,32776,2048,128,32776,0,0,13107,13111,-4,0
1413,201,7,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1414,202,0,2048,128,32776,2048,128,32776,0,0,13103,13103,0,0
1415,202,2,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1416,202,3,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1417,202,4,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1418,202,5,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1419,202,6,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1420,202,7,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1421,203,0,2048,128,32776,2048,128,32776,0,0,13110,13111,-1,0
1422,203,2,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1423,203,3,2048,128,32776,2048,128,32776,0,0,13115,13110,5,0
1424,203,4,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1425,203,5,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1426,203,6,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1427,203,7,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1428,204,0,2048,128,32776,2048,128,32776,0,0,13103,13103,0,0
1429,204,2,2048,128,32776,2048,128,32776,0,0,13111,13110,1,0
1430,204,3,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1431,204,4,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1432,204,5,2048,128,32776,2048,128,32776,0,0,13106,13111,-5,0
1433,204,6,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1434,204,7,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1435,205,0,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1436,205,2,2048,128,32776,2048,128,32776,0,0,13115,13115,0,0
1437,205,3,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1438,205,4,2048,128,32776,2048,128,32776,0,0,13106,13107,-1,0
1439,205,5,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1440,205,6,2048,128,32776,2048,128,32776,0,0,13119,13119,0,0
1441,205,7,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1442,206,0,2048,128,32776,2048,128,32776,0,0,13110,13110,0,0
1443,206,2,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1444,206,3,2048,128,32776,2048,128,32776,0,0,13106,13106,0,0
1445,206,4,2048,128,32776,2048,128,32776,0,0,13111,13111,0,0
1446,206,5,2048,128,32776,2048,128,32776,0,0,13107,13107,0,0
1447,206,6,2048,128,32776,2048,128,32776,0,0,13107,13111,-4,0
